order_id,customer_id,order_date,customer_first_name,customer_last_name,city,customer_segment,sales_channel,product,quantity,unit_price,discount,shipping_fee,tax_rate,cost_per_unit,campaign,payment_method,order_status,sales_rep,total_amount,gross_amount
ORD-0001336,C11989,2024-08-09 00:00:00,Ryan,Pillay,Johannesburg,Consumer,Online,SSD,1.0,2764.84,0.05,105.78,0.15,2301.31,New Customer,Card,Completed,,3126.36,
ORD-0001858,C12003,2024-05-23 00:00:00,Fatima,Naidoo,Johannesburg,Consumer,Online,Webcam,1.0,2069.02,0.0,41.32,0.15,1670.96,None,EFT,Completed,,2420.69,
ORD-0001050,C12204,2025-11-05 00:00:00,Siyanda,Mokoena,Polokwane,Corporate,Online,Tablet,2.0,6716.64,0.0,41.26,0.15,4351.64,Summer Sale,Card,Completed,,15489.54,
ORD-0001372,C12722,2025-03-17 00:00:00,Lerato,Mthembu,Benoni,Corporate,Phone,Monitor,1.0,7339.39,0.1,183.55,0.15,5488.28,None, card ,Cancelled,,7779.83,
ORD-0000073,C11017,2024-05-17 00:00:00,Siyanda,Dlamini,Cape Town,Corporate,Online,Webcam,3.0,597.12,0.1,34.23,0.0,409.48,None,Cash,Cancelled,,1646.45,
ORD-0003114,C12135,2025-06-09 00:00:00,Siyanda,Molefe,Bloemfontein,Small Business,Online,Mouse,3.0,205.39,0.15,49.7,0.15,160.43,New Customer,EFT,Returned,,652.02,
ORD-0002269,C11566,2025-09-11 00:00:00,Nomsa,Dlamini,Benoni,Consumer,Marketplace,Webcam,2.0,503.03,0.05,82.43,0.15,348.59,Payday Promo,EFT,Cancelled,,1181.55,
ORD-0001117,C10519,2024-11-26 00:00:00,Thabo,Pillay,Pretoria,Consumer,Store,Keyboard,1.0,1700.48,0.0,149.18,0.0,1281.12,None,Card,Completed,Rep E,1849.66,
ORD-0002022,C12791,2024-11-21 00:00:00,Siyanda,Nkosi,Cape Town,Consumer,Marketplace,SSD,2.0,3451.68,0.0,123.54,0.15,2117.94, none ,Card,Completed,,8062.4,
ORD-0004455,C12145,2025-08-27 00:00:00,Naledi,Molefe,Nelspruit,Consumer,Online,Keyboard,4.0,1982.89,0.0,38.27,0.15,1482.62,None,Card,Returned,,9159.54,
ORD-0003302,C12034,2024-09-30 00:00:00,Siyanda,Mthembu,Pretoria,Consumer,Phone,,4.0,6773.21,0.0,144.43,0.15,4387.6,Summer Sale,Card,Pending,,31301.2,27092.84
ORD-0005069,C11482,2024-01-21 00:00:00,Mpho,Khumalo,Cape Town,Corporate,Marketplace,Webcam,5.0,905.5,0.1,147.77,0.0,573.12,Payday Promo,Card,Completed,,4222.51,
ORD-0002230,C12064,2024-04-23 00:00:00,Mpho,Mthembu,Johannesburg,Corporate,Online,Keyboard,2.0,1309.92,0.15,73.52,0.15,989.45,Clearance,Cash,Completed,,2634.41,
ORD-0001657,C11600,2024-10-16 00:00:00,Siyanda,Molefe,Johannesburg,Corporate,Online,Mouse,10.0,1068.03,0.1,101.1,0.15,871.97,None,Cash,Completed,,11155.19,
ORD-0002337,C11365,2024-01-06 00:00:00,Daniel,Botha,Pretoria,Corporate,Store,Laptop,1.0,15575.21,0.0,42.21,0.15,13110.15,New Customer,EFT,Returned,Rep E,17953.7,
ORD-0004879,C10917,2024-11-04 00:00:00,Sipho,Patel,Polokwane,Small Business,Marketplace,Printer,4.0,3080.59,0.03,65.2,0.15,2622.76,None,EFT,Returned,,13810.81,
ORD-0002618,C12490,2025-10-17 00:00:00,Ryan,Pillay,Durban,Corporate,Store,Router,1.0,2680.17,0.03,181.8,0.15,1997.65,New Customer,Card,Cancelled,Rep C,3171.53,
ORD-0004827,C12126,2025-12-13 00:00:00,Jason,Dlamini,Gqeberha,Consumer,Marketplace,Mouse,2.0,986.83,0.05,208.75,0.15,761.34,Clearance,Card,Pending,,2364.97,
ORD-0003070,C11294,2024-07-24 00:00:00,Aisha,Naidoo,Cape Town,Consumer,Store,Tablet,3.0,6338.82,0.0,148.63,0.15,4504.67,Black Friday,Card,Completed,Rep A,22017.58,
ORD-0000027,UNKNOWN-17,2025-04-11 00:00:00,Megan,Smith,Cape Town,Consumer,Online,Keyboard,7.0,954.55,0.03,135.0,0.15,773.74,Summer Sale,Card,Completed,,7588.59,
ORD-0005871,C10074,2024-10-27 00:00:00,Zanele,Smith,Johannesburg,Consumer,Phone,Printer,10.0,2347.49,0.0,36.44,0.15,1781.83,None,EFT,Completed,,27032.53,
ORD-0005135,C12502,2024-07-02 00:00:00,Sipho,Pillay,Pretoria,Consumer,Phone,Mouse,4.0,1335.04,0.03,73.06,0.0,953.8,None,Card,Cancelled,,5253.02,
ORD-0001065,C12923,2024-09-07 00:00:00,Andile,Mthembu,Durban,Consumer,Phone,Mouse,3.0,454.07,0.1,70.11,0.0,347.28,None,Mobile Wallet,Completed,,1296.1,
ORD-0000744,C10171,2024-07-18 00:00:00,Aisha,Botha,Benoni,Corporate,Marketplace,Headset,1.0,2679.84,0.0,69.08,0.15,1843.11,None,Mobile Wallet,Completed,,3150.9,
ORD-0003218,C10967,2024-04-07 00:00:00,Naledi,Mthembu,Pretoria,Consumer,Marketplace,Monitor,1.0,3854.15,0.1,128.11,0.15,2886.02,None,Card,Completed,,4117.15,
ORD-0004991,C10908,2025-09-05 00:00:00,Ryan,Smith,Pretoria,Consumer,Online,Monitor,1.0,6833.29,0.08,168.11,0.15,5111.36,None,Mobile Wallet,Pending,,7397.73,
ORD-0001194,C12460,2024-09-21 00:00:00,Lerato,Naidoo,Johannesburg,Consumer,Store,Tablet,1.0,6548.08,0.15,165.63,0.15,5613.27,Black Friday,EFT,Completed,Rep A,6566.38,
ORD-0001790,C10178,2024-05-23 00:00:00,Chloe,Mthembu,Johannesburg,Consumer,Phone,Router,1.0,1116.62,0.1,157.28,0.15,875.34,None,Bank Transfer,Completed,,1312.98,
ORD-0000789,C12847,2024-07-27 00:00:00,Mpho,Williams,Johannesburg,Consumer,Online,Docking Station,1.0,1846.02,0.2,151.71,0.15,1357.9,Clearance,Card,Completed,,1850.05,
ORD-0002036,C10553,2025-10-18 00:00:00,Priya,Naidoo,Pretoria,Consumer,Phone,Mouse,10.0,1165.33,0.03,93.08,0.15,784.0,None,Mobile Wallet,Completed,,13092.36,
ORD-0004109,C10230,2025-09-15 00:00:00,Lerato,Williams,Benoni,Corporate,Store,Mouse,,1252.59,0.05,128.28,0.0,893.42,None,Bank Transfer,Cancelled,,4888.13,
ORD-0005194,C10095,2024-02-17 00:00:00,Andile,Khumalo,Pretoria,Corporate,Store,Keyboard,3.0,1609.12,0.0,62.56,0.15,1172.96,New Customer,Card,Cancelled,Rep E,5614.01,
ORD-0001381,C12693,2025-06-15 00:00:00,Lerato,Nkosi,Benoni,Small Business,Store,Router,10.0,2551.58,0.0,33.34,0.15,1729.23,None,EFT,Pending,Rep B,29376.52,
ORD-0000683,C10826,2025-04-30 00:00:00,Ryan,Nkosi,Cape Town,Consumer,Online,Printer,2.0,4859.34,0.08,158.85,0.0,2978.61,New Customer,Cash,Completed,,9100.03,
ORD-0000202,C11123,2025-09-08 00:00:00,Andile,Botha,Gqeberha,Consumer,Online,Router,3.0,1317.33,0.15,72.54,0.0,843.03,None,Card,Completed,,2343.33,
ORD-0001463,C10850,2024-09-02 00:00:00,Jason,Khumalo,Cape Town,Small Business,Store,Laptop,2.0,13046.84,0.08,178.25,0.15,10605.89,Black Friday,Mobile Wallet,Pending,Rep A,27785.37,
ORD-0000871,C12902,2025-08-24 00:00:00,Lerato,Smith,Cape Town,Consumer,Store,Laptop,3.0,15202.28,0.1,86.28,0.0,8919.5,None,Bank transfer,Cancelled,Rep D,41132.42,
ORD-0000959,C11621,2024-11-25 00:00:00,Aisha,Nkosi,Pretoria,Corporate,Online,Webcam,2.0,1188.39,0.08,166.33,0.15,927.14,None,Cash,Returned,,2680.97,
ORD-0003921,C11906,2025-01-19 00:00:00,Chloe,Pillay,Durban,Consumer,Online,Router,2.0,682.38,0.0,63.88,15%,450.59,None,Card,Completed,,1633.37,
ORD-0003346,C10290,2024-09-07 00:00:00,Andile,Williams,Johannesburg,Corporate,Marketplace,Webcam,1.0,1177.84,0.0,38.5,0.15,939.36,None,EFT,Cancelled,,1393.01,
ORD-0005000,C11023,2025-10-05 00:00:00,Kabelo,Patel,Pretoria,Consumer,Phone, office chair ,2.0,2693.57,0.2,35.55,0.0,1572.56,Clearance,Card,Pending,,4345.26,
ORD-0000568,C10143,2025-01-05 00:00:00,Andile,Molefe,Cape Town,Small Business,Marketplace,Laptop,2.0,16638.7,0.0,110.42,0.15,12145.83,Back to School,Mobile Wallet,Completed,,38379.42,
ORD-0002531,C10766,2024-07-09 00:00:00,Aisha,Botha,Cape Town,Corporate,Online,Mouse,2.0,421.0,0.0,213.21,0.15,246.41,None,Card,Completed,,1181.5,
ORD-0002827,C10320,2024-02-24 00:00:00,Ryan,Botha,Durban,Consumer,Phone,Mouse,1.0,162.68,0.05,137.43,0.15,114.32,None,mobile wallet,Cancelled,,315.16,
ORD-0004372,C12839,2025-08-12 00:00:00,Naledi,Pillay,Johannesburg,Small Business,Online,SSD,3.0,2893.06,0.15,2.67,0.15,2132.22,None,Mobile Wallet,Completed,,8486.57,
ORD-0003587,C10023,2024-09-13 00:00:00,Siyanda,Dlamini,Johannesburg,Consumer,Store,Webcam,4.0,2327.81,0.08,30.71,0.15,1605.27,None,Card,Completed,Rep A,9882.0,
ORD-0004523,C11386,2025-08-20 00:00:00,Sipho,Molefe,Johannesburg,Small Business,Online,Printer,1.0,4823.8,0.0,74.19,0.15,3167.63,None,EFT,Cancelled,,5621.56,
ORD-0003231,C12999,2024-09-20 00:00:00,Mpho,Molefe,Benoni,Consumer,Online,Tablet,1.0,9618.02,0.0,108.57,0.15,7332.85,Summer Sale, mobile wallet ,Returned,,11169.29,
ORD-0005810,C11450,2025-05-24 00:00:00,Siyanda,Mthembu,Benoni,Small Business,Store,Monitor,2.0,8236.0,0.15,213.99,0.15,6230.76,None,Mobile Wallet,returned,Rep C,16315.37,
ORD-0000015,C10848,2025-03-11 00:00:00,Sipho,Botha,Johannesburg,Small Business,Online,Laptop,1.0,16112.42,0.1,90.38,0.15,11280.47,None,Card,Completed,,16766.73,
ORD-0001910,C10549,2024-03-20 00:00:00,Siyanda,Mthembu,Johannesburg,Consumer,Online,Headset,1.0,2508.27,0.0,109.63,0.0,1998.87,None,Mobile Wallet,Cancelled,,2617.9,
ORD-0003693,C10232,2025-01-21 00:00:00,Kabelo,Botha,Johannesburg,Consumer,Online,Keyboard,3.0,1087.44,0.0,3.51,0.15,855.59,None,Card,Completed,,3755.17,
ORD-0002240,C11255,2024-03-04 00:00:00,Siyanda,Williams,Pretoria,Consumer,Online,Office Chair,5.0,6543.99,0.1,142.84,0.15,4039.54,None,EFT,Completed,,34007.97,
ORD-0005033,C10780,2025-10-05 00:00:00,Kabelo,Naidoo,Benoni,Consumer,Online,Monitor,3.0,7153.13,0.03,98.16,0.15,5163.75,Payday Promo,EFT,Completed,,24036.1,
ORD-0005509,C10563,2024-05-03 00:00:00,Fatima,Williams,Polokwane,Small Business,Online,Monitor,3.0,5724.82,0.05,130.26,0.15,3894.41,Payday Promo,Card,Completed,,18893.36,
ORD-0000763,C10807,2024-01-10 00:00:00,Ryan,Patel,Johannesburg,Consumer,Phone,Router,1.0,3278.53,0.08,52.35,0.15,1912.96,Back to School,Card,Completed,,3521.04,
ORD-0004788,C11173,2024-05-09 00:00:00,Siyanda,Khumalo,Polokwane,Consumer,Marketplace, monitor ,2.0,4078.44,0.15,33.34,0.15,3203.75,Payday Promo,Card,Cancelled,,8006.7,
ORD-0003741,C10663,2024-03-18 00:00:00,Kabelo,Mokoena,Pretoria,Small Business,Store,Tablet,2.0,2982.92,0.0,40.62,0.15,2222.68,None,Card,Completed,Rep B,6901.33,
ORD-0005707,C11719,2025-09-08 00:00:00,Daniel,Naidoo,Gqeberha,Consumer,Online,Keyboard,4.0,1210.27,0.05,12.48,0.15,813.53,New Customer,Card,Completed,,5301.36,
ORD-0003512,C11396,2024-12-06 00:00:00,Naledi,Mthembu,Johannesburg,Consumer,Phone,Mouse,1.0,355.63,0.0,82.12,0.15,283.36,None,Card,Completed,,491.1,
ORD-0002065,C10556,2025-10-21 00:00:00,,Molefe,Pretoria,Consumer,Phone,Tablet,5.0,5337.33,0.08,138.28,0.15,3383.93,Back to School,Card,Cancelled,,28372.74,
ORD-0005524,C12838,2024-02-11 00:00:00,Nomsa,Williams,Durban,Consumer,Phone,Printer,3.0,5525.1,0.03,79.44,0.15,3724.6,None,Card,Pending,,18569.2,
ORD-0002705,C12958,2025-04-30 00:00:00,Sipho,Naidoo,Polokwane,Consumer,Marketplace,Laptop,1.0,9662.04,0.08,77.69,0.15,7060.96,Back to School,EFT,Cancelled,,10300.13,
ORD-0003872,C10369,2024-06-04 00:00:00,Thabo,Pillay,Pretoria,Consumer,Phone,Tablet,3.0,9339.59,0.05,20.02,0.15,6153.85,New Customer,Mobile Wallet,Completed,,30630.53,
ORD-0000053,C12161,2024-12-31 00:00:00,Daniel,Mthembu,Bloemfontein,Corporate,Store,Laptop,7.0,21849.79,0.05,23.79,0.15,15069.44,None,Card,Completed,Rep C,167120.09,
ORD-0004955,C10263,28/12/2025,Andile,Mthembu,Gqeberha,Consumer,Online,Monitor,1.0,2460.45,0.15,160.24,0.15,1550.37, new customer ,EFT,Completed,,2565.34,
ORD-0000379,C11567,2025-03-01 00:00:00,Mpho,Mokoena,Pretoria,Small Business,Store,Webcam,4.0,1057.9,0.25,103.92,0.15,810.05,None,Bank Transfer,Completed,Rep A,3753.67,
ORD-0000347,C10384,2024-03-28 00:00:00,Kabelo,Pillay,Johannesburg,Small Business,Phone,Laptop,2.0,8051.84,0.05,153.01,0.15,5162.35,Black Friday,Mobile Wallet,Completed,,17746.28,
ORD-0003837,C10577,2024-10-10 00:00:00,Chloe,Patel,Pretoria,Corporate,Marketplace,Monitor,2.0,5945.45,0.1,151.61,0.15,4530.22,Back to School,Cash,Completed,,12458.7,
ORD 0005391,C12182,2025-07-08 00:00:00,Andile,Smith,Nelspruit,Small Business,Online,Monitor,1.0,4573.45,0.1,210.03,0.15,3904.58,New Customer,Cash,Completed,,4943.55,
ORD-0005988,C12434,2024-08-26 00:00:00,Naledi,Williams,Gqeberha,Consumer,Online,Router,5.0,3644.85,0.1,105.21,0.15,2877.11,None,EFT Transfer,Returned,,18967.33,
ORD-0005910,C11501,2025-01-17 00:00:00,Mpho,Pillay,Johannesburg,Corporate,Online,SSD,1.0,2423.08,0.08,135.25,0.15,1583.95,None,Card,Completed,,2698.87,
ORD-0002111,C12660,2025-07-04 00:00:00,Chloe,Khumalo,Johannesburg,Consumer,Store,Tablet,8.0,6312.05,0.05,43.76,0.15,4080.88,Clearance,Card,Completed,Rep C,55211.09,50496.4
ORD-0000031,C11157,2025-12-23 00:00:00,Jason,,Durban,Consumer,Phone,Webcam,1.0,1399.04,0.03,164.7,0.14,937.7,None,Mobile Wallet,Pending,,1711.76,
ORD-0004740,C11928,2024-10-08 00:00:00,Fatima,Mthembu,Port Elizabeth,Corporate,Online,Mouse,1.0,1020.06,15%,210.79,0.15,784.39,Back to School,Card,Pending,,1207.9,
ORD-0000675,C11173,2025-11-15 00:00:00,Priya,Patel,Johannesburg,Consumer,Marketplace,SSD,1.0,4064.09,0.0,199.63,0.15,3106.73,Back to School,Card,Completed,,4873.33,
ORD-0001919,C12645,2024-04-06 00:00:00,Siyanda,Khumalo,Johannesburg,Corporate,Phone,Monitor,1.0,7031.56,0.1,118.39,0.0,4504.5,None, card ,Pending,,6446.8,
ORD-0002955,C10419,2024-07-28 00:00:00,Megan,Smith,Gqeberha,Corporate,Marketplace,Laptop,1.0,14044.14,0.0,51.99,0.15,11806.19,None,Card,Returned,,16202.75,
ORD-0003437,C12449,16 Sep 2025,Nomsa,Botha,Johannesburg,Small Business,Online,Keyboard,3.0,668.6,0.15,74.87,0.0,508.3,Payday Promo,Card,Completed,,1779.8,
ORD-0001501,C10992,2024-09-27 00:00:00,Megan,Molefe,Cape Town,Small Business,Online,Printer,4.0,3579.28,0.1,48.81,0.15,2362.63,Clearance,Card,Completed,,14867.03,
ORD-0005676,C10106,2024-04-24 00:00:00,Chloe,Williams,Benoni,Small Business,Phone,Laptop,1.0,14635.69,0.03,122.38,0.15,9411.87,None,Card,Pending,,16448.49,
ORD-0005508,C12988,2024-05-08 00:00:00,Sipho,Dlamini,Benoni,Small Business, online ,Headset,1.0,683.52,0.0,116.25,0.15,506.72,Black Friday,Card,Pending,,902.3,
ORD-0005193,C11684,2025-11-20 00:00:00,Ryan,Khumalo,Pretoria,Consumer,Marketplace,Headset,10.0,2094.96,0.05,132.66,0.15,1398.03,None,Card,Returned,,23020.08,
ORD-0004478,C10326,2024-09-27 00:00:00,Naledi,Williams,Cape Town,Small Business,Store,SSD,3.0,2085.06,0.05,128.46,0.0,1596.49,Summer Sale,EFT,Completed,Rep E,6070.88,
ORD-0004684,C11891,2024-05-01 00:00:00,Andile,Khumalo,Bloemfontein,Consumer,Marketplace,Headset,2.0,2674.14,0.05,157.12,0.15,2183.57,None,Card,Pending,,6000.12,
ORD-0005836,C10086,2024-10-28 00:00:00,Siyanda,Mokoena, benoni ,Small Business,Store,Headset,1.0,745.08,0.15,75.68,0.15,540.73,New Customer,Mobile Wallet,Completed,Rep E,804.0,
ORD-0003066,C10094,2024-06-07 00:00:00,Jason,Patel,Durban,Small Business,Store,Laptop,1.0,11930.99,0.05,177.8,0.15,8786.35,Black Friday,Mobile Wallet,Completed,Rep A,13212.4,
ORD-0001488,C12078,2024-12-02 00:00:00,Naledi,Naidoo,Johannesburg,Consumer,Store,SSD,3.0,2263.6,0.1,18.26,0.15,1830.97,New Customer,Card,Pending,Rep E,7046.73,
ORD-0001943,C10127,2024-08-28 00:00:00,Jason,Patel,Pretoria,Consumer,Marketplace,Laptop,2.0,16484.76,0.05,59.42,0.15,10708.7,Summer Sale,Bank Transfer,Completed,,36078.61,
ORD-0002302,C12873,2025-07-18 00:00:00,Zanele,Williams,Pretoria,Small Business,Marketplace,Mouse,2.0,961.61,0.0,129.57,0.15,571.36,None,Card,Completed,,2341.26,
ORD-0002762,C11917,2025-02-05 00:00:00,Sipho,Pillay,Johannesburg,Consumer,Store,Laptop,2.0,10802.44,0.1,97.96,15%,8997.31,New Customer,Bank Transfer,Cancelled,Rep D,22459.02,
ORD-0005615,C10643,2025-07-28 00:00:00,Zanele,Williams,Nelspruit,Corporate,Store,Monitor,3.0,4386.85,0.1,43.38,0.14,3484.31,None,Card,Cancelled,Rep E,13546.1,
ORD-0005013,C10807,2024-07-30 00:00:00,Thabo,Molefe,Johannesburg,Small Business,Online,Printer,3.0,2834.73,0.03,128.27,0.15,1666.39,Clearance,Cash,Pending,,9614.7,
ORD-0000152,C12907,2025-08-12 00:00:00,Daniel,Dlamini,Johannesburg,Consumer,Marketplace,SSD,2.0,4025.28,0.1,170.12,0.15,2566.3,Clearance,EFT,Returned,,8502.45,
ORD-0005881,C12696,2025-12-28 00:00:00,Chloe,Dlamini,Pretoria,Consumer,Marketplace,Webcam,1.0,543.83,0.0,99.01,0.15,452.59,Black Friday,Card,Completed,,724.42,
ORD-0004824,C10695,2024-11-08 00:00:00,Nomsa,Pillay,Johannesburg,Small Business,Marketplace,Docking Station,3.0,2035.67,0.15,53.02,0.0,1731.5,None,Bank Transfer,Returned,,5243.99,
ORD-0003632,C12780,2025-12-04 00:00:00,Mpho,Mokoena,Johannesburg,Consumer,Marketplace,Headset,2.0,488.12,0.25,170.62,0.15,312.15,None,EFT,Cancelled,,1012.62,
ORD-0004919,C11019,2024-12-29 00:00:00,Thabo,Botha,Durban,Corporate,Online,Mouse,1.0,919.58,0.08,177.67,0.15,637.51,None,Bank Transfer,Completed,,1150.58,
ORD-0004094,C12329,2025-05-26 00:00:00,Siyanda,Smith,Johannesburg,Corporate,Phone,Laptop,2.0,9374.29,0.05,136.56,0.14,5722.53,Summer Sale,EFT,Completed,,20441.28,
ORD-0005093,C10752,2025-02-11 00:00:00,Daniel,Pillay,Durban,Consumer,Online,Keyboard,8.0,1627.51,0.0,73.62,0.0,1309.29,None,Card,Completed,,13093.66,
ORD-0000617,C12049,2024-12-06 00:00:00,Naledi,Pillay,Pretoria,Consumer,Online,Webcam,1.0,"R 1,441.12",0.0,176.06,0.15,1138.22,None, mobile wallet ,Pending,,1833.35,
ORD-0003626,C11400,2024-12-23 00:00:00,Jason,Molefe,Durban,Corporate,Marketplace,Docking Station,3.0,4252.77,0.1,105.86,0.15,3306.38,Clearance,Cash,Completed,,13310.71,
ORD-0002251,C11976,2024-12-10 00:00:00,Nomsa,Nkosi,Bloemfontein,Consumer,Online,Mouse,3.0,1362.05,0%,49.22,0.15,1083.32,None,Card,Pending,,4748.3,
ORD-0000975,C12492,2024-07-12 00:00:00,Nomsa,Pillay,Pretoria,Consumer,Online,Router,3.0,2740.35,0.1,30.43,14%,2175.58,None,Card,Completed,,8465.23,
ORD-0004413,C10141,2024-11-17 00:00:00,Lerato,Botha,Durban,Corporate,Online,Monitor,3.0,5877.66,0.1,148.42,0.15,4129.51,Clearance,EFT,Completed,,18398.57,
ORD-0000094,C11915,2025-12-12 00:00:00,Chloe,Mthembu,Gqeberha,Consumer,Store,Keyboard,3.0,623.96,0.05,45.11,0.15,394.18, none ,Bank Transfer,Completed,Rep C,2090.14,
ORD-0001449,C11668,2024-01-04 00:00:00,Lerato,Botha,Cape Town,Corporate,Online,Laptop,5.0,12740.17,0.05,9.3,0.15,9472.21,None,Bank transfer,Completed,,69602.49,
ORD-0002376,C12494,2025-05-02 00:00:00,Naledi,Mthembu,Polokwane,Corporate,Online,Headset,5.0,1625.67,0.05,35.43,0.15,1272.94,None,Cash,Completed,,8915.67,
ORD-0003576,C11895,2024-05-30 00:00:00,Siyanda,Naidoo,Benoni,Consumer,Phone,Mouse,3.0,779.58,0.1,23.21,0.15,616.35,None,Card,Pending,,2443.8,
ORD-0003941,C11054,2024-07-24 00:00:00,Chloe,Pillay,Johannesburg,Corporate,Phone,Mouse,7.0,909.56,0.1,59.06,0.15,707.96,None,Card,Returned,,6648.81,
ORD-0004055,C12736,2024-11-19 00:00:00,Fatima,Mthembu,Gqeberha,Corporate,Online,Laptop,7.0,18612.55,0.2,64.78,0.15,15735.0,None,Card,Completed,,119929.57,
ORD-0004051,C10728,2024-06-11 00:00:00,Andile,Patel,Gqeberha,Small Business,Online,SSD,1.0,3094.07,0.1,133.02,0.15,2510.77,New Customer,Card,Completed,,3335.38,
ORD-0005075,C11138,2024-02-21 00:00:00,Fatima,Molefe,Bloemfontein,Consumer,Store,Docking Station,2.0,3391.65,0.08,162.37,0.14,2353.35,Payday Promo,Bank Transfer,Pending,Rep B,7276.69,
ORD-0005726,C12140,2024-05-28 00:00:00,Naledi,Smith,Durban,Consumer,Store,Laptop,3.0,14772.52,0.1,9.08,0.15,12103.0,None,Card,Completed,Rep B,45877.76,
ORD-0004763,C12219,2024-10-02 00:00:00,Kabelo,Smith,Benoni,Small Business,Store,Keyboard,4.0,631.46,0.03,128.86,15%,528.73,New Customer,Card,Completed,Rep A,2946.46,
ORD-0002764,C12670,2024-04-22 00:00:00,,Pillay,Bloemfontein,Corporate,Marketplace,Laptop,2.0,17680.0,0.2,175.92,0.15,13836.33,Clearance,Card,Completed,,32707.12,
ORD-0005653,C11608,2024-09-03 00:00:00,Andile,Naidoo,Pretoria,Corporate,Online,Office Chair,1.0,2444.02,0.1,212.25,0.0,1917.25,None,Card,Pending,,2411.86,
ORD-0000406,C11440,2025-06-25 00:00:00,Nomsa,Mthembu, pretoria ,Corporate,Phone,Tablet,1.0,6457.32,0.05,217.36,0.15,5331.33,None,Cash,Pending,,7271.98,
ORD-0002627,C10484,2024-11-22 00:00:00,Ryan,Dlamini,Cape Town,Corporate,Online,Router,4.0,1396.54,0.0,66.42,0.15,853.42,None,Card,Completed,,6490.5,
ORD-0001647,C11187,2024-11-16 00:00:00,Aisha,Pillay,Cape Town,Corporate,Phone,Monitor,2.0,8282.38,0.05,157.27,0.15,5866.75,None,EFT,Pending,,18254.27,
ORD-0002872,C11948,2024-11-30 00:00:00,Daniel,Mthembu,Johannesburg,Consumer,Online,Webcam,2.0,927.48,0.05,87.81,0.15,625.34,None,Mobile Wallet,Completed,,2114.36,
ORD-0000489,C11106,2024-03-13 00:00:00,Fatima,Naidoo,Pretoria,Consumer,Store,Webcam,2.0,1858.72,0.0,213.38,0.15,1491.65,None,EFT,Completed,Rep C,4488.45,
ORD-0001465,C10431,2024-11-14 00:00:00,Fatima,Naidoo,Johannesburg,Consumer,Online,Printer,3.0,2080.16,0.05,35.8,0.0,1667.13,None,Bank Transfer,Completed,,5964.27,
ORD-0002410,C11582,2025-09-14 00:00:00,Kabelo,Nkosi,Benoni,Corporate,Online,Mouse,1.0,623.42,0.15,191.72,0.15,391.93, none ,Card,Returned,,801.11,
ORD-0005903,C12686,2025/01/28,Naledi,Pillay,Pretoria,Consumer,Marketplace,Router,6.0,1109.1,0.08,0.71,0.15,776.53,None,Cash,Returned,,7041.3,
ORD-0004725,C12780,2024-05-26 00:00:00,Mpho,Botha,Cape Town,Consumer,Marketplace,Monitor,3.0,4042.21,0.0,31.29,0.15,2839.69,None,EFT,Cancelled,,13976.91,
ORD-0005136,C10496,2025-07-13 00:00:00,Zanele,Dlamini,Johannesburg,Small Business,Marketplace,Webcam,5.0,712.25,0.0,89.91,0.15,597.03,None,Card,Cancelled,,4185.34,
ORD-0004118,C12311,2024-10-24 00:00:00,Nomsa,Dlamini,Durban,Corporate,Online,Keyboard,10.0,561.86,0.08,142.08,0.15,332.42,Payday Promo,Card,Completed,,6086.6,
ORD-0004456,C11846,2025-09-10 00:00:00,Ryan,Nkosi,Cape Town,Consumer,Marketplace,Laptop,2.0,11910.55,0.0,145.62,0.15,9972.66,None,EFT,Cancelled,,27539.9,
ORD-0003147,C11105,2025-03-04 00:00:00,Siyanda,Naidoo,Durban,Consumer,Online,Tablet,1.0,8109.03,0.15,40.25,0.15,6959.35, none ,Card,Completed,,7966.82,
ORD-0004229,C11526,2025-02-01 00:00:00,Megan,Dlamini,Johannesburg,Consumer,Online,Mouse,4.0,1226.13,0.0,64.51,0.15,1024.84,Black Friday,Mobile Wallet,Cancelled,,5704.69,
ORD-0002588,C10814,2025-06-03 00:00:00,Lerato,Nkosi,Polokwane,Consumer,Online,Webcam,6.0,1799.04,0.08,121.84,0.0,1448.0,None,Card,Completed,,10052.56,
ORD-0002720,C11982,2025-08-13 00:00:00,Lerato,Patel,Bloemfontein,Consumer,Marketplace,Office Chair,5.0,6604.12,0.03,7.39,0.15,4664.32,None,EFT,Returned,,36841.9,
ORD-0003046,C11876,2024-01-04 00:00:00,Nomsa,Molefe,Nelspruit,Corporate,Phone,Webcam,3.0,1849.16,0.05,80.95,0.15,1200.53,None,Bank Transfer,Completed,,6141.57,
ORD-0004926,C12125,2025-08-29 00:00:00,Lerato,Dlamini,Gqeberha,Small Business,Online,SSD,2.0,2404.06,0.08,124.63,0.15,1700.5,Payday Promo,Cash,Completed,,5211.61,
ORD-0000087,C12254,2025-12-21 00:00:00,Daniel,Pillay,Johannesburg, consumer ,Store,Keyboard,7.0,1400.86,0.08,105.36,0.15,982.05,Summer Sale,EFT,Returned,Rep A,10480.12,
ORD-0001371,C10080,2024-06-15 00:00:00,Zanele,Patel,Johannesburg,Corporate,Online,Router,1.0,3374.34,0.2,69.24,0.15,2381.92,None,Card,Returned,,3173.63,
ORD-0001417,C12871,2024-03-27 00:00:00,Aisha,Smith,Benoni,Small Business,Online,Headset,2.0,1006.27,0.05,109.1,0.0,726.35,None,Cash,Completed,,2021.0,
